Step L2_Error H1_Error
1270 0.004652685164918117 0.052851565182209015
1280 0.0046531993627309375 0.05285239964723587
1290 0.004653721747509744 0.05285324156284332
1300 0.0046542448230067115 0.05285404995083809
1310 0.00465476821435627 0.052854955196380615
1320 0.00465529885137255 0.05285565182566643
1330 0.004655806955016156 0.05285650119185448
1340 0.004656351330376256 0.052857350558042526
1350 0.004656879165761821 0.052858173847198486
1360 0.004657397768015807 0.05285898596048355
1370 0.00465793802649193 0.052859824150800705
1380 0.00465845744670854 0.05286061763763428
1390 0.0046589902835917915 0.052861422300338745
1400 0.00465951632303014 0.052862294018268585
1410 0.004660031076812091 0.05286312848329544
1420 0.004660554940854392 0.05286402627825737
1430 0.00466109707813359 0.05286489054560661
1440 0.004661642706127385 0.05286566540598869
1450 0.004662163770810624 0.05286652222275734
1460 0.004662714696900455 0.052867405116558075
1470 0.004663245551530798 0.05286821722984314
1480 0.004663778215281822 0.05286909267306328
1490 0.004664321473379456 0.05286990851163864
1500 0.004664853827363263 0.05287075415253639
1510 0.004665027277898401 0.0528709702193737
1520 0.004665193059181705 0.052871257066726685
1530 0.0046653698611386725 0.05287138745188713
1540 0.004665544040024234 0.05287156626582146
1550 0.004665696160898646 0.05287179350852966
1560 0.004665865468963642 0.05287203565239906
1570 0.004666030846738076 0.052872221916913986
1580 0.004666196592366447 0.052872419357299805
1590 0.004666349999928277 0.05287265405058861
1600 0.004666518536892303 0.05287283658981323
1610 0.00466667884689243 0.05287303775548935
1620 0.004666838964553901 0.05287330970168114
1630 0.004666998703071036 0.05287345498800278
1640 0.004667169458433867 0.05287369713187218
1650 0.004667332174634936 0.05287386476993561
1660 0.004667496940024797 0.05287414789199829
1670 0.004667675896296469 0.05287441238760948
1680 0.00466784251747107 0.05287458002567291
1690 0.004668027624380362 0.05287477374076843
1700 0.0046682185140297285 0.05287514254450798
1710 0.004668400244182582 0.05287531018257141
1720 0.004668573562958442 0.05287543311715126
1730 0.004668769285909067 0.05287570506334305
1740 0.004668962012705271 0.052875980734825134
1750 0.004669138485206907 0.05287619307637215
1760 0.0046693229805424875 0.05287638679146767
1770 0.004669523340195301 0.05287669226527214
1780 0.004669713048401292 0.052876878529787064
1790 0.004669895653941957 0.05287712812423706
1800 0.004670087774149155 0.052877504378557205
1810 0.004670119139963078 0.052877504378557205
1820 0.004670152745958513 0.0528775118291378
1830 0.004670191019158778 0.05287754163146019
1840 0.0046702403071107275 0.052877504378557205
1850 0.004670267004534181 0.0528775192797184
1860 0.004670303969945475 0.0528775230050087
1870 0.004670340188297011 0.05287754908204079
1880 0.0046703849941164355 0.05287754163146019
1890 0.004670433719957152 0.0528775192797184
1900 0.004670473671033483 0.05287756025791168
1910 0.004670519408995686 0.05287761241197586
1920 0.004670556932458781 0.05287763848900795
1930 0.004670593148848708 0.052877649664878845
1940 0.004670639259000632 0.052877575159072876
1950 0.004670675288073786 0.05287760868668556
1960 0.004670726997708639 0.05287764221429825
1970 0.004670753318999652 0.05287766456604004
1980 0.004670792147299996 0.05287767946720123
1990 0.004670824628418682 0.05287766084074974
2000 0.00467086009604892 0.05287769436836243
2010 0.004670885856579934 0.0528777614235878
2020 0.004670921883750964 0.0528777576982975
2030 0.004670964443988753 0.05287778377532959
2040 0.004670990203944289 0.052877843379974365
2050 0.004671016897081671 0.05287785455584526
2060 0.004671037430160471 0.05287778005003929
2070 0.004671073456162439 0.052877821028232574
2080 0.004671107615275551 0.052877768874168396
2090 0.004671144574034617 0.052877794951200485
2100 0.004671177426019409 0.052877772599458694
2110 0.0046711871322434265 0.0528777651488781
2120 0.004671209904459071 0.0528777576982975
2130 0.004671211771029201 0.0528777539730072
2140 0.004671218863988894 0.05287778750061989
2150 0.004671221103868663 0.05287778377532959
2160 0.004671227636845193 0.052877768874168396
2170 0.0046712268902197665 0.0528777614235878
2180 0.004671237529620829 0.0528777576982975
2190 0.004671229690064501 0.05287773534655571
2200 0.004671240702770841 0.05287773534655571
2210 0.004671236596341004 0.052877720445394516
2220 0.0046712371563089215 0.05287770926952362
2230 0.004671235476404968 0.052877698093652725
2240 0.0046712332365320885 0.052877720445394516
2250 0.004671242196017159 0.052877720445394516
2260 0.0046712476090310625 0.05287770926952362
2270 0.004671252462072677 0.052877701818943024
2280 0.00467125712845409 0.05287768691778183
2290 0.004671257688419547 0.05287767946720123
2300 0.004671262728105633 0.05287766084074974
2310 0.004671263474725331 0.05287765711545944
2320 0.004671273367425071 0.052877653390169144
2330 0.004671277660476929 0.05287763103842735
2340 0.004671283446757974 0.052877623587846756
2350 0.004671285686606778 0.052877604961395264
2360 0.0046712832601038595 0.05287759006023407
2370 0.004671285873260797 0.05287759006023407
2380 0.004671297819102463 0.05287758633494377
2390 0.004671295392605847 0.05287757143378258
2400 0.004671306778463666 0.05287756398320198
2410 0.004671299872290924 0.05287756770849228
2420 0.004671300432251256 0.05287756398320198
2430 0.004671297632448923 0.05287756398320198
2440 0.004671297819102463 0.05287756398320198
2450 0.004671294459337582 0.05287756025791168
2460 0.004671291659531669 0.052877556532621384
2470 0.004671294459337582 0.05287754908204079
2480 0.004671293526069131 0.05287754163146019
2490 0.00467128941968573 0.05287754908204079
2500 0.004671290166301162 0.05287754163146019
2510 0.004671289233031854 0.05287754163146019
2520 0.004671291099570285 0.05287754163146019
2530 0.004671292592800493 0.05287753790616989
2540 0.004671293712722836 0.05287753790616989
2550 0.0046712888597240775 0.05287753790616989
2560 0.0046712933394154185 0.05287753790616989
2570 0.0046712896063395995 0.052877530455589294
2580 0.004671288673070179 0.052877530455589294
2590 0.00467129464599125 0.052877526730298996
2600 0.004671295392605847 0.052877526730298996
2610 0.004671292592800493 0.0528775230050087
2620 0.00467129296610797 0.0528775230050087
2630 0.004671292219492986 0.0528775192797184
2640 0.004671294832644911 0.0528775192797184
2650 0.004671295205952209 0.0528775192797184
2660 0.00467130024559782 0.0528775155544281
2670 0.004671291286224087 0.052877526730298996
2680 0.004671292779454236 0.0528775192797184
2690 0.004671284006720277 0.0528775230050087
2700 0.004671285313298719 0.0528775192797184
2710 0.004671285313298719 0.0528775230050087
2720 0.004671285126644678 0.0528775230050087
2730 0.004671285873260797 0.0528775230050087
2740 0.00467128493999063 0.0528775230050087
2750 0.004671283446757974 0.0528775230050087
2760 0.004671281580216485 0.0528775230050087
2770 0.0046712793403657134 0.052877526730298996
2780 0.004671277473822583 0.052877526730298996
2790 0.004671272434152406 0.0528775230050087
2800 0.004671271500879554 0.0528775192797184
2810 0.0046712713142249606 0.0528775192797184
2820 0.004671270007642603 0.0528775155544281
2830 0.004671268887714577 0.0528775155544281
2840 0.004671271500879554 0.0528775192797184
2850 0.004671266647857718 0.0528775118291378
2860 0.004671264594654655 0.0528775155544281
2870 0.004671258995005351 0.0528775118291378
2880 0.004671258995005351 0.0528775118291378
2890 0.004671262914760569 0.0528775118291378
2900 0.004671264594654655 0.0528775155544281
2910 0.004671262354795739 0.0528775155544281
2920 0.004671264407999786 0.0528775155544281
2930 0.004671260114935748 0.0528775155544281
2940 0.004671258435040051 0.0528775118291378
2950 0.004671258808350258 0.0528775192797184
2960 0.004671258061729813 0.0528775230050087
2970 0.004671255821867765 0.0528775155544281
2980 0.00467125619517818 0.0528775155544281
2990 0.004671251528795835 0.0528775192797184
3000 0.004671253582004641 0.0528775230050087
3010 0.0046712533953493325 0.0528775230050087
3020 0.004671253768659942 0.0528775230050087
3030 0.004671251528795835 0.0528775230050087
3040 0.004671252835383361 0.0528775192797184
3050 0.004671251715451219 0.0528775192797184
3060 0.004671250222207943 0.0528775230050087
3070 0.004671250222207943 0.0528775230050087
3080 0.004671250222207943 0.0528775230050087
3090 0.004671247049064397 0.0528775192797184
3100 0.004671242755984406 0.0528775192797184
3110 0.004671245182508364 0.0528775155544281
3120 0.004671244249230068 0.0528775192797184
3130 0.004671244249230068 0.0528775155544281
3140 0.004671245555819631 0.0528775155544281
3150 0.00467124499585272 0.0528775155544281
3160 0.004671243875918697 0.0528775155544281
3170 0.00467124872896419 0.0528775155544281
3180 0.004671247049064397 0.0528775155544281
3190 0.004671247422375515 0.0528775155544281
3200 0.00467124984889705 0.0528775155544281
3210 0.004671246862408828 0.0528775155544281
3220 0.004671243315951585 0.0528775155544281
3230 0.004671245555819631 0.0528775155544281
3240 0.004671247049064397 0.0528775155544281
3250 0.004671245929130868 0.0528775155544281
3260 0.004671247049064397 0.0528775155544281
3270 0.004671248355653177 0.0528775155544281
3280 0.0046712476090310625 0.0528775155544281
3290 0.004671245182508364 0.0528775155544281
3300 0.004671245182508364 0.0528775192797184
3310 0.0046712448091970685 0.0528775192797184
3320 0.0046712448091970685 0.0528775192797184
3330 0.0046712448091970685 0.0528775192797184
3340 0.004671245742475252 0.0528775192797184
3350 0.004671245742475252 0.0528775192797184
3360 0.004671245742475252 0.0528775192797184
3370 0.004671245742475252 0.0528775192797184
3380 0.004671245742475252 0.0528775192797184
3390 0.004671245742475252 0.0528775192797184
3400 0.004671245742475252 0.0528775192797184
3410 0.004671245742475252 0.0528775192797184
3420 0.004671246115786475 0.0528775192797184
3430 0.004671246115786475 0.0528775192797184
3440 0.004671246115786475 0.0528775192797184
3450 0.004671246115786475 0.0528775230050087
3460 0.004671246115786475 0.0528775230050087
3470 0.004671246115786475 0.0528775230050087
3480 0.004671246675753251 0.0528775230050087
3490 0.004671246675753251 0.0528775230050087
3500 0.0046712464890976664 0.0528775230050087
3510 0.0046712464890976664 0.0528775230050087
3520 0.0046712464890976664 0.0528775230050087
3530 0.0046712476090310625 0.0528775230050087
3540 0.0046712476090310625 0.0528775192797184
3550 0.00467124816899766 0.0528775192797184
3560 0.00467124816899766 0.0528775192797184
3570 0.00467124816899766 0.0528775192797184
3580 0.004671248542308688 0.0528775192797184
3590 0.004671248542308688 0.0528775192797184
3600 0.004671248542308688 0.0528775192797184
3610 0.004671248542308688 0.0528775192797184
3620 0.004671248542308688 0.0528775192797184
3630 0.004671248542308688 0.0528775192797184
3640 0.004671248542308688 0.0528775192797184
3650 0.004671248542308688 0.0528775192797184
3660 0.004671248542308688 0.0528775192797184
3670 0.004671248542308688 0.0528775192797184
3680 0.004671248542308688 0.0528775192797184
3690 0.004671248542308688 0.0528775192797184
3700 0.004671248542308688 0.0528775192797184
3710 0.004671248542308688 0.0528775192797184
3720 0.004671248542308688 0.0528775192797184
3730 0.004671248542308688 0.0528775192797184
3740 0.004671248542308688 0.0528775192797184
3750 0.004671248542308688 0.0528775192797184
3760 0.004671248542308688 0.0528775192797184
3770 0.004671248542308688 0.0528775192797184
3780 0.004671248542308688 0.0528775192797184
3790 0.004671248542308688 0.0528775192797184
3800 0.004671248542308688 0.0528775192797184
3810 0.004671248542308688 0.0528775192797184
3820 0.004671248542308688 0.0528775192797184
3830 0.004671248542308688 0.0528775192797184
3840 0.004671248542308688 0.0528775192797184
3850 0.004671248542308688 0.0528775192797184
3860 0.004671248542308688 0.0528775192797184
3870 0.004671248542308688 0.0528775192797184
3880 0.004671248542308688 0.0528775192797184
3890 0.004671248542308688 0.0528775192797184
3900 0.004671248542308688 0.0528775192797184
3910 0.004671248542308688 0.0528775192797184
3920 0.004671248542308688 0.0528775192797184
3930 0.004671248542308688 0.0528775192797184
3940 0.004671248542308688 0.0528775192797184
3950 0.004671248542308688 0.0528775192797184
3960 0.004671248542308688 0.0528775192797184
3970 0.004671248542308688 0.0528775192797184
3980 0.004671248542308688 0.0528775192797184
3990 0.004671248542308688 0.0528775192797184
4000 0.004671248542308688 0.0528775192797184
4010 0.004671248542308688 0.0528775192797184
4020 0.004671248542308688 0.0528775192797184
4030 0.004671248542308688 0.0528775192797184
4040 0.004671248542308688 0.0528775192797184
4050 0.004671248542308688 0.0528775192797184
4060 0.004671248542308688 0.0528775192797184
4070 0.004671248542308688 0.0528775192797184
4080 0.004671248542308688 0.0528775192797184
4090 0.004671248542308688 0.0528775192797184
4100 0.004671248542308688 0.0528775192797184
4110 0.004671248542308688 0.0528775192797184
4120 0.004671248542308688 0.0528775192797184
4130 0.004671248542308688 0.0528775192797184
4140 0.004671248542308688 0.0528775192797184
4150 0.004671248542308688 0.0528775192797184
4160 0.004671248542308688 0.0528775192797184
4170 0.004671248542308688 0.0528775192797184
4180 0.004671248542308688 0.0528775192797184
4190 0.004671248542308688 0.0528775192797184
4200 0.004671248542308688 0.0528775192797184
4210 0.004671248542308688 0.0528775192797184
4220 0.004671248542308688 0.0528775192797184
4230 0.004671248542308688 0.0528775192797184
4240 0.004671248542308688 0.0528775192797184
4250 0.004671248542308688 0.0528775192797184
4260 0.004671248542308688 0.0528775192797184
4270 0.004671248542308688 0.0528775192797184
4280 0.004671248542308688 0.0528775192797184
4290 0.004671248542308688 0.0528775192797184
4300 0.004671248542308688 0.0528775192797184
4310 0.004671248542308688 0.0528775192797184
4320 0.004671248542308688 0.0528775192797184
4330 0.004671248542308688 0.0528775192797184
4340 0.004671248542308688 0.0528775192797184
4350 0.004671248542308688 0.0528775192797184
4360 0.004671248542308688 0.0528775192797184
4370 0.004671248542308688 0.0528775192797184
4380 0.004671248542308688 0.0528775192797184
4390 0.004671248542308688 0.0528775192797184
4400 0.004671248542308688 0.0528775192797184
4410 0.004671248542308688 0.0528775192797184
4420 0.004671248542308688 0.0528775192797184
4430 0.004671248542308688 0.0528775192797184
4440 0.004671248542308688 0.0528775192797184
4450 0.004671248542308688 0.0528775192797184
4460 0.004671248542308688 0.0528775192797184
4470 0.004671248542308688 0.0528775192797184
4480 0.004671248542308688 0.0528775192797184
4490 0.004671248542308688 0.0528775192797184
4500 0.004671248542308688 0.0528775192797184
4510 0.004671248542308688 0.0528775192797184
4520 0.004671248542308688 0.0528775192797184
4530 0.004671248542308688 0.0528775192797184
4540 0.004671248542308688 0.0528775192797184
4550 0.004671248542308688 0.0528775192797184
4560 0.004671248542308688 0.0528775192797184
4570 0.004671248542308688 0.0528775192797184
4580 0.004671248542308688 0.0528775192797184
4590 0.004671248542308688 0.0528775192797184
4600 0.004671248542308688 0.0528775192797184
4610 0.004671248542308688 0.0528775192797184
4620 0.004671248542308688 0.0528775192797184
4630 0.004671248542308688 0.0528775192797184
4640 0.004671248542308688 0.0528775192797184
4650 0.004671248542308688 0.0528775192797184
4660 0.004671248542308688 0.0528775192797184
4670 0.004671248542308688 0.0528775192797184
4680 0.004671248542308688 0.0528775192797184
4690 0.004671248542308688 0.0528775192797184
4700 0.004671248542308688 0.0528775192797184
4710 0.004671248542308688 0.0528775192797184
4720 0.004671248542308688 0.0528775192797184
4730 0.004671248542308688 0.0528775192797184
4740 0.004671248542308688 0.0528775192797184
4750 0.004671248542308688 0.0528775192797184
4760 0.004671248542308688 0.0528775192797184
4770 0.004671248542308688 0.0528775192797184
4780 0.004671248542308688 0.0528775192797184
4790 0.004671248542308688 0.0528775192797184
4800 0.004671248542308688 0.0528775192797184
4810 0.004671248542308688 0.0528775192797184
4820 0.004671248542308688 0.0528775192797184
4830 0.004671248542308688 0.0528775192797184
4840 0.004671248542308688 0.0528775192797184
4850 0.004671248542308688 0.0528775192797184
4860 0.004671248542308688 0.0528775192797184
4870 0.004671248542308688 0.0528775192797184
4880 0.004671248542308688 0.0528775192797184
4890 0.004671248542308688 0.0528775192797184
4900 0.004671248542308688 0.0528775192797184
4910 0.004671248542308688 0.0528775192797184
4920 0.004671248542308688 0.0528775192797184
4930 0.004671248542308688 0.0528775192797184
4940 0.004671248542308688 0.0528775192797184
4950 0.004671248542308688 0.0528775192797184
4960 0.004671248542308688 0.0528775192797184
4970 0.004671248542308688 0.0528775192797184
4980 0.004671248542308688 0.0528775192797184
4990 0.004671248542308688 0.0528775192797184
5000 0.004671248542308688 0.0528775192797184
5010 0.004671248542308688 0.0528775192797184
5020 0.004671248542308688 0.0528775192797184
5030 0.004671248542308688 0.0528775192797184
5040 0.004671248542308688 0.0528775192797184
5050 0.004671248542308688 0.0528775192797184
5060 0.004671248542308688 0.0528775192797184
5070 0.004671248542308688 0.0528775192797184
5080 0.004671248542308688 0.0528775192797184
5090 0.004671248542308688 0.0528775192797184
5100 0.004671248542308688 0.0528775192797184
5110 0.004671248542308688 0.0528775192797184
5120 0.004671248542308688 0.0528775192797184
5130 0.004671248542308688 0.0528775192797184
5140 0.004671248542308688 0.0528775192797184
5150 0.004671248542308688 0.0528775192797184
5160 0.004671248542308688 0.0528775192797184
5170 0.004671248542308688 0.0528775192797184
5180 0.004671248542308688 0.0528775192797184
5190 0.004671248542308688 0.0528775192797184
5200 0.004671248542308688 0.0528775192797184
5210 0.004671248542308688 0.0528775192797184
5220 0.004671248542308688 0.0528775192797184
5230 0.004671248542308688 0.0528775192797184
5240 0.004671248542308688 0.0528775192797184
5250 0.004671248542308688 0.0528775192797184
5260 0.004671248542308688 0.0528775192797184
5270 0.004671248542308688 0.0528775192797184
5280 0.004671248542308688 0.0528775192797184
5290 0.004671248542308688 0.0528775192797184
5300 0.004671248542308688 0.0528775192797184
5310 0.004671248542308688 0.0528775192797184
5320 0.004671248542308688 0.0528775192797184
5330 0.004671248542308688 0.0528775192797184
5340 0.004671248542308688 0.0528775192797184
5350 0.004671248542308688 0.0528775192797184
5360 0.004671248542308688 0.0528775192797184
5370 0.004671248542308688 0.0528775192797184
5380 0.004671248542308688 0.0528775192797184
5390 0.004671248542308688 0.0528775192797184
5400 0.004671248542308688 0.0528775192797184
5410 0.004671248542308688 0.0528775192797184
5420 0.004671248542308688 0.0528775192797184
5430 0.004671248542308688 0.0528775192797184
5440 0.004671248542308688 0.0528775192797184
5450 0.004671248542308688 0.0528775192797184
5460 0.004671248542308688 0.0528775192797184
5470 0.004671248542308688 0.0528775192797184
5480 0.004671248542308688 0.0528775192797184
5490 0.004671248542308688 0.0528775192797184
5500 0.004671248542308688 0.0528775192797184
5510 0.004671248542308688 0.0528775192797184
5520 0.004671248542308688 0.0528775192797184
5530 0.004671248542308688 0.0528775192797184
5540 0.004671248542308688 0.0528775192797184
5550 0.004671248542308688 0.0528775192797184
5560 0.004671248542308688 0.0528775192797184
5570 0.004671248542308688 0.0528775192797184
5580 0.004671248542308688 0.0528775192797184
5590 0.004671248542308688 0.0528775192797184
5600 0.004671248542308688 0.0528775192797184
5610 0.004671248542308688 0.0528775192797184
5620 0.004671248542308688 0.0528775192797184
5630 0.004671248542308688 0.0528775192797184
5640 0.004671248542308688 0.0528775192797184
5650 0.004671248542308688 0.0528775192797184
5660 0.004671248542308688 0.0528775192797184
5670 0.004671248542308688 0.0528775192797184
5680 0.004671248542308688 0.0528775192797184
5690 0.004671248542308688 0.0528775192797184
5700 0.004671248542308688 0.0528775192797184
5710 0.004671248542308688 0.0528775192797184
5720 0.004671248542308688 0.0528775192797184
5730 0.004671248542308688 0.0528775192797184
5740 0.004671248542308688 0.0528775192797184
5750 0.004671248542308688 0.0528775192797184
5760 0.004671248542308688 0.0528775192797184
5770 0.004671248542308688 0.0528775192797184
5780 0.004671248542308688 0.0528775192797184
5790 0.004671248542308688 0.0528775192797184
5800 0.004671248542308688 0.0528775192797184
5810 0.004671248542308688 0.0528775192797184
5820 0.004671248542308688 0.0528775192797184
5830 0.004671248542308688 0.0528775192797184
5840 0.004671248542308688 0.0528775192797184
5850 0.004671248542308688 0.0528775192797184
5860 0.004671248542308688 0.0528775192797184
5870 0.004671248542308688 0.0528775192797184
5880 0.004671248542308688 0.0528775192797184
5890 0.004671248542308688 0.0528775192797184
5900 0.004671248542308688 0.0528775192797184
5910 0.004671248542308688 0.0528775192797184
5920 0.004671248542308688 0.0528775192797184
5930 0.004671248542308688 0.0528775192797184
5940 0.004671248542308688 0.0528775192797184
5950 0.004671248542308688 0.0528775192797184
5960 0.004671248542308688 0.0528775192797184
5970 0.004671248542308688 0.0528775192797184
5980 0.004671248542308688 0.0528775192797184
5990 0.004671248542308688 0.0528775192797184
6000 0.004671248542308688 0.0528775192797184
6010 0.004671248542308688 0.0528775192797184
6020 0.004671248542308688 0.0528775192797184
6030 0.004671248542308688 0.0528775192797184
6040 0.004671248542308688 0.0528775192797184
6050 0.004671248542308688 0.0528775192797184
6060 0.004671248542308688 0.0528775192797184
6070 0.004671248542308688 0.0528775192797184
6080 0.004671248542308688 0.0528775192797184
6090 0.004671248542308688 0.0528775192797184
6100 0.004671248542308688 0.0528775192797184
6110 0.004671248542308688 0.0528775192797184
6120 0.004671248542308688 0.0528775192797184
6130 0.004671248542308688 0.0528775192797184
6140 0.004671248542308688 0.0528775192797184
6150 0.004671248542308688 0.0528775192797184
6160 0.004671248542308688 0.0528775192797184
6170 0.004671248542308688 0.0528775192797184
6180 0.004671248542308688 0.0528775192797184
6190 0.004671248542308688 0.0528775192797184
6200 0.004671248542308688 0.0528775192797184
6210 0.004671248542308688 0.0528775192797184
6220 0.004671248542308688 0.0528775192797184
6230 0.004671248542308688 0.0528775192797184
6240 0.004671248542308688 0.0528775192797184
6250 0.004671248542308688 0.0528775192797184
6260 0.004671248542308688 0.0528775192797184
6270 0.004671248542308688 0.0528775192797184
6280 0.004671248542308688 0.0528775192797184
6290 0.004671248542308688 0.0528775192797184
6300 0.004671248542308688 0.0528775192797184
6310 0.004671248542308688 0.0528775192797184
6320 0.004671248542308688 0.0528775192797184
6330 0.004671248542308688 0.0528775192797184
6340 0.004671248542308688 0.0528775192797184
6350 0.004671248542308688 0.0528775192797184
6360 0.004671248542308688 0.0528775192797184
6370 0.004671248542308688 0.0528775192797184
6380 0.004671248542308688 0.0528775192797184
6390 0.004671248542308688 0.0528775192797184
6400 0.004671248542308688 0.0528775192797184
6410 0.004671248542308688 0.0528775192797184
6420 0.004671248542308688 0.0528775192797184
6430 0.004671248542308688 0.0528775192797184
6440 0.004671248542308688 0.0528775192797184
6450 0.004671248542308688 0.0528775192797184
6460 0.004671248542308688 0.0528775192797184
6470 0.004671248542308688 0.0528775192797184
6480 0.004671248542308688 0.0528775192797184
6490 0.004671248542308688 0.0528775192797184
6500 0.004671248542308688 0.0528775192797184
6510 0.004671248542308688 0.0528775192797184
6520 0.004671248542308688 0.0528775192797184
6530 0.004671248542308688 0.0528775192797184
6540 0.004671248542308688 0.0528775192797184
6550 0.004671248542308688 0.0528775192797184
6560 0.004671248542308688 0.0528775192797184
6570 0.004671248542308688 0.0528775192797184
6580 0.004671248542308688 0.0528775192797184
6590 0.004671248542308688 0.0528775192797184
6600 0.004671248542308688 0.0528775192797184
6610 0.004671248542308688 0.0528775192797184
6620 0.004671248542308688 0.0528775192797184
6630 0.004671248542308688 0.0528775192797184
6640 0.004671248542308688 0.0528775192797184
6650 0.004671248542308688 0.0528775192797184
6660 0.004671248542308688 0.0528775192797184
